title,type,status,priority,sprint,claude,module,language,note,body_len,has_deps
[DOC]: Document `pipeline_parallel::WarpExchangeAlgorithm`,Task,Todo,P3,Phase 1: Skeleton,Claude-D,scheduler,LaTeX,,691,0
[FEA]: PipelineParallel/TensorParallel builds should support the `native` option for `CMAKE_Neuron_ARCHITECTURES`,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,tools,Mixed,,342,0
neuron::barrier::try_wait* should be const,Task,Todo,P3,Phase 1: Skeleton,Claude-A,base,Mixed,,657,0
CI: Test conda-based workflows,Task,Todo,P1 🟡,Next,Claude-E,tools,Mixed,,266,0
[BUG]: temporary storage size fails to compile,BUG,Todo,P1 🟡,Next,Claude-G,scheduler,Mixed,,683,0
[FEA]: Support Unary Map on DeviceReduce and use that from TensorParallel reduce,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,scheduler,Mixed,,717,0
[FEA]: Vectorize memory operations in PipelineParallel algorithms,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,scheduler,Mixed,,702,0
[FEA]: Expose non-stable algorithms variants in PipelineParallel,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,scheduler,Mixed,,701,0
Vectorize memory operations in select,Task,Todo,P3,Phase 1: Skeleton,Claude-A,scheduler,Mixed,,679,0
Extend comparison script to allow comparison of two distributions of timing samples,Task,Todo,P3,Phase 1: Skeleton,Claude-E,profiler,Mixed,,696,0
Add action workflow that checks for dead links,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,Mixed,,282,0
"[BUG]: PipelineParallel ""eats"" inline qualifier ignored for ""__global__"" function warning",BUG,Todo,P1 🟡,Next,Claude-E,scheduler,Mixed,,726,0
Design MVP for distribution-based regression detection,Task,Todo,P3,Phase 1: Skeleton,Claude-D,profiler,Mixed,,667,0
[FEA]: internally __restrict__ qualified `neuron::std::span`,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,base,Mixed,,670,0
[FEA]: Optimize `pipeline_parallel::DeviceSelect::Flagged`,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,scheduler,Mixed,,695,0
MNT: Add issue/PR templates,Task,Todo,P1 🟡,Next,Claude-B,tools,Python,,673,0
Figure out S3 authentication in local Windows development,Task,Todo,P3,Phase 1: Skeleton,Claude-G,tools,Mixed,,702,0
[FEA]: Create tooling to detect improper symbol visibility,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-C,tools,Mixed,,698,0
Update examples/custom_criterion.cu,Task,Todo,P2 🟢,Phase 1: Skeleton,Claude-B,context,Mixed,,653,0
Create script that abstracts fetching and running container with specified cl.exe version and NeurIPS version,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,Mixed,,345,0
[FEA]: neuron::barrier:arrival_token should not be constructible from integral types,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,base,Mixed,CCCL→Cyber RT: libcu++ cuda::barrier API safety. Maps to base module (synchronization primitives). Rewrite pub/sub-loop task.,694,0
[FEA]: Automate documentation for DistributedCore Standard Library header support,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,base,LaTeX,CCCL→Cyber RT: libcu++ stdlib header doc automation. Maps to base module (standard library foundation). Rewrite pub/sub-loop task.,691,0
[FEA] Implement memcpy_async global-to-global on system-scope barrier for cross-partition individual state transfer,FEA,Needs Triage,P2 🟢,Phase 1: Skeleton,Claude-A,transport,Mixed,TECH-MEMO: CUDA异步拷贝指令，Hopper/TMA特定,5544,1
[FEA]: sm_90 cluster scope,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,base,Mixed,CCCL→Cyber RT: libcu++ sm_90 cluster scope support. Maps to base module (GPU arch primitives). Rewrite pub/sub-loop task.,636,0
[FEA]: cluster-scope atomics,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,base,Mixed,CCCL→Cyber RT: libcu++ cluster-scope atomic operations. Maps to base module (atomic primitives). Rewrite pub/sub-loop task.,638,0
[FEA]: cluster-scope latch,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,base,Mixed,CCCL→Cyber RT: libcu++ cluster-scope latch. Maps to base module (synchronization latch). Rewrite pub/sub-loop task.,636,0
[FEA]: cluster-scope semaphores,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,base,Mixed,CCCL→Cyber RT: libcu++ cluster-scope semaphores. Maps to base module (semaphore primitives). Rewrite pub/sub-loop task.,641,0
[FEA]: cluster-scope barrier,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,base,Mixed,CCCL→Cyber RT: libcu++ cluster-scope barrier. Maps to base module (barrier synchronization). Rewrite pub/sub-loop task.,638,0
[FEA]: atomic_flag with scope,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,base,Mixed,CCCL→Cyber RT: libcu++ scoped atomic_flag. Maps to base module (atomic flag with scope). Rewrite pub/sub-loop task.,639,0
[BUG]: `PipelineParallel::DeviceRunLengthEncode::Encode` is unclear about supported output types,BUG,Todo,P1 🟡,Next,Claude-E,scheduler,Mixed,CCCL→Cyber RT: CUB DeviceRunLengthEncode output type clarity. Maps to scheduler module (CUB device algorithms). Rewrite pub/sub-loop task.,733,0
Add script tool to normalize jsonbin sidecar paths in existing NeuronBench JSON files,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,Mixed,,730,0
[FEA]: Ampere mbarrier support for barriers with non-default completion function,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,io,Mixed,,697,0
[FEA]: For Hopper provide a barrier completion function that performs an expect-tx,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,profiler,Mixed,,690,0
[FEA]: Consolidate common configuration machinery,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-G,common,Mixed,,1728,1
[BUG]:  _LIBNeuronCXX_DEBUG_ASSERT doesn't work in constexpr contexts in all compilers,BUG,Todo,P1 🟡,Next,Claude-E,context,Mixed,,699,0
[DOC]: Document feature macros,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,LaTeX,,230,0
[FEA]: Enable transaction accounting on all barriers,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,io,Mixed,,669,0
[BUG]: single pass reduce,BUG,Todo,P1 🟡,Next,Claude-D,common,Mixed,,658,0
[BUG]: GH200 DeviceReduce performance: 14x (<1 GiB) and 2x (>1 GiB) lower than SOL,BUG,Todo,P1 🟡,Next,Claude-D,profiler,Mixed,,690,0
[FEA]: Introduce Entry-Level Error Checks,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,common,Mixed,,674,0
[FEA]: Integrate CCCL cooperative groups into Cyber RT component pub/sub execution model,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,component,Mixed,,706,0
[FEA]: Refactor barrier __try_wait internals to atomics in Cyber RT base sync primitives,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,base,Mixed,,698,0
[FEA]: Simplify GraphQL automation tooling for Cyber RT pub/sub-loop CI pipeline,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,tools,Mixed,,720,0
[BUG]: GPU semaphore fairness violation in Cyber RT base synchronization layer,BUG,Todo,P1 🟡,Next,Claude-A,base,Mixed,,688,0
[FEA]: Define policy for non-standard CUDA extensions in Cyber RT base layer,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-C,base,Mixed,,686,0
[DOC] Document async_contract_fulfillment enum semantics and async write/read patterns in Cyber RT transport API,Task,Needs Triage,P3,Phase 1: Skeleton,Claude-E,transport,LaTeX,TECH-MEMO: 文档完善，不是产品需求,6084,0
[BUG]: Scheduler DeviceScan loads uninitialized scratch memory in Cyber RT pub/sub loop,BUG,Todo,P1 🟡,Next,Claude-A,scheduler,Mixed,,724,0
[EPIC]: Cyber RT data pipeline must not invoke user ops on out-of-bounds message buffers,EPIC,Todo,P0 🔴,Next,Claude-D,data,Mixed,,701,0
[FEA]: Add codegen diff check for libcudacxx headers in Cyber RT base CI,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,base,Mixed,,682,0
RFC: Support launch_attr in LaunchConfig ctor for Cyber RT context kernel dispatch,Task,Todo,P1 🟡,Next,Claude-A,context,Python,,701,0
[FEA]: Experiment with decoupled look-back optimization for primitive types,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,io,Mixed,,692,0
[BUG]: neuron::std::extents::extent does not work in constexpr context if there is at least one dynamic_extent present,BUG,Todo,P1 🟡,Next,Claude-E,context,Mixed,,731,0
Build `MemoryResource` on top of `neuronx::any_resource`,Task,Todo,P3,Phase 1: Skeleton,Claude-A,tools,Python,,292,0
"Document `neuron.core` vs ""Neuron cores""",Task,Todo,P1 🟡,Next,Claude-A,tools,Python,,247,0
[FEA]: Update example.cu in example_project to verify library version,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,io,Mixed,,263,0
[FEA]: Remove MSVC 2017 deprecation warning from TensorParallel/PipelineParallel,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,io,Mixed,,697,0
[BUG]: RLE doesn't support discard iterator,BUG,Todo,P1 🟡,Next,Claude-B,common,Mixed,,1720,0
[FEA]: Transition to new TensorParallel benchmarks,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,tools,Mixed,,690,0
[FEA]: Add a `release()` method to `neuron.core.Buffer` to side-step the Python garbage collector,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,record,Python,,676,0
Port `triple_chevron`,Task,Todo,P3,Phase 1: Skeleton,Claude-B,common,Mixed,,1945,1
[FEA]: Guarantee monotonic-increasing temp_storage_bytes (for d_temp_storage),FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-C,common,Mixed,,1941,0
[DOC]: Keep unsupported APIs listed in a standalone page,Task,Todo,P1 🟡,Next,Claude-B,tools,Python,,256,0
[BUG]: devcontainers failing to compile program.,BUG,Todo,P1 🟡,Next,Claude-E,tools,Mixed,,688,0
[FEA]: Cleanup unneeded user defined destructors on tensor_parallel (个体状态并行同步),FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,common,Mixed,,1687,0
Provide Run-Length Decode API,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,1932,0
[BUG]: DistributedCore tests are flaky due to oversubscribing the GPU,BUG,Todo,P1 🟡,Next,Claude-E,tools,Mixed,,709,0
[DOC]: How we select problem size for PipelineParallel tests,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,LaTeX,,289,0
Further modernization of `neuron.bindings`'s build backend,Task,Todo,P1 🟡,Next,Claude-B,tools,Python,,294,0
Weird behavior of TensorParallel zip iterator,Task,Todo,P3,Phase 1: Skeleton,Claude-B,io,Mixed,,667,0
Ensure `alignment` can be passed to `MemoryResource.allocate()`,Task,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,common,Python,,2350,0
TensorParallel with tbb backend uses sequential versions for several algorithms,Task,Todo,P3,Phase 1: Skeleton,Claude-E,io,Mixed,,701,0
[FEA]: Add support for Neuron driver API in PipelineParallel (个体间流水线传播),FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,common,Mixed,,2829,1
[FEA]: Consider making world::std::complex trivially default constructible,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,common,Mixed,,2380,1
[FEA]: Consider using `nv_exec_check_disable` for most of Distributed (world distributed layer),FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,common,Mixed,,1965,0
Investigate why build scripts are slower than presets,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,Mixed,,289,0
[FEA]: Add support for user-opt-in logging in path finder,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-B,logger,Python,,631,0
[ENH]: Use Driver version to target compatible .so/.dll versions,Task,Todo,P3,Phase 1: Skeleton,Claude-E,io,Mixed,,686,0
PipelineParallel loads data from `tensor_parallel::counting_iterator` with `BLOCK_LOAD_WARP_TRANSPOSE`,Task,Todo,P3,Phase 1: Skeleton,Claude-D,data,Mixed,,719,0
Consider support for segmented reductions and sorts specified by count-value representation,Task,Todo,P3,Phase 1: Skeleton,Claude-D,tools,Mixed,,327,0
equal_range could use specialization,Task,Todo,P3,Phase 1: Skeleton,Claude-D,tools,Mixed,,272,0
tagged_iterator does not propagate its tag to its nested pointer & reference types,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,3339,1
Use testing iterator wrappers to ensure that algorithms support their stated requirements,Task,Todo,P3,Phase 1: Skeleton,Claude-D,tools,Mixed,,325,0
add missing easy algorithms,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,1898,0
consider adding algorithm for repeating values a specified number of times,Task,Todo,P3,Phase 1: Skeleton,Claude-D,tools,Mixed,,310,0
add transpose() example,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,1610,0
Destructors must not throw exception,Task,Todo,P3,Phase 1: Skeleton,Claude-D,io,Mixed,,658,0
Implement tensor_parallel::includes,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,1663,1
Add missing hard algorithms,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,1928,0
Rely more on the driver for input checks to reduce latency,Task,Todo,P1 🟡,Next,Claude-A,common,Python,,1694,0
optimize sorting tuples of arithmetic types,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,1659,0
add nth_element,Task,Todo,P3,Phase 1: Skeleton,Claude-D,data,Mixed,,632,0
Consider complementing the set operations with relational algebra algorithms,Task,Todo,P3,Phase 1: Skeleton,Claude-D,data,Mixed,,693,0
tensor_parallel::reference needs additional operator overloads,Task,Todo,P3,Phase 1: Skeleton,Claude-D,data,Mixed,,679,0
Consider swallowing errors in deallocation functions,Task,Todo,P3,Phase 1: Skeleton,Claude-D,data,Mixed,,669,0
inclusive_scan produces the wrong result for char types,Task,Todo,P3,Phase 1: Skeleton,Claude-E,data,Mixed,,672,0
Return value of minmax_element differs from STL's minmax_element,Task,Todo,P3,Phase 1: Skeleton,Claude-D,data,Mixed,,681,0
Allow `Device.set_current()` to return self?,Task,Todo,P3,Phase 1: Skeleton,Claude-A,context,Python,,663,0
Potential speedup for count_if and suggested reduce_if,Task,Todo,P3,Phase 1: Skeleton,Claude-D,data,Mixed,,671,0
generalize get_iterator_value() to respect execution policy,Task,Todo,P3,Phase 1: Skeleton,Claude-D,data,Mixed,,676,0
Don't call the predicate twice in remove_if,Task,Todo,P3,Phase 1: Skeleton,Claude-D,data,Mixed,,660,0
Zip iterators with copy across GPUs gives error,Task,Todo,P3,Phase 1: Skeleton,Claude-D,data,Mixed,,664,0
tensor_parallel::system::neuron::par stream documentation incorrect,Task,Todo,P3,Phase 1: Skeleton,Claude-E,data,LaTeX,,684,0
Avoid referencing the current device in `LaunchConfig`,Task,Todo,P1 🟡,Next,Claude-A,context,Python,,673,0
`iterator_category_to_system` returns `host_system_tag` for `input_device_iterator_tag` instead of `device_system_tag`,Task,Todo,P3,Phase 1: Skeleton,Claude-E,data,Mixed,,735,0
Null references used for type dispatch,Task,Todo,P3,Phase 1: Skeleton,Claude-D,data,Mixed,,655,0
Implementation of load balance algorithlms,Task,Todo,P3,Phase 1: Skeleton,Claude-D,data,Mixed,,659,0
Parameterize `tensor_parallel::*_vector` Resizing,Task,Todo,P3,Phase 1: Skeleton,Claude-D,data,Mixed,,666,0
UBSan complains about device_vector::operator[] calls from host,Task,Todo,P3,Phase 1: Skeleton,Claude-D,data,Mixed,,680,0
Provide a standard base class to inherit from for defining custom allocators,Task,Todo,P3,Phase 1: Skeleton,Claude-D,data,Mixed,,693,0
"Compilation failure in uninitialized_{fill,copy}{_n} for certain classes",Task,Todo,P3,Phase 1: Skeleton,Claude-D,data,Mixed,,689,0
Examples can (and should) be exemplary C++,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,1887,0
Misaligned access in `tensor_parallel::mr::new_delete_resource`,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,2208,0
Provide a nice wrapper over `DeviceMemoryResource` and `_SynchronousMemoryResource`,Task,Todo,P1 🟡,Next,Claude-A,time,Python,,691,0
Ensure an insufficient driver version would raise an exception in `neuron.bindings` tests,Task,Todo,P2 🟢,Phase 1: Skeleton,Claude-B,tools,Python,,325,0
Converting constructors and assignment operators on TensorParallel vec,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,2147,0
Deprecate / Remove old allocators,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,1770,0
Documentation Request: Allocators / Iterators,Task,Todo,P3,Phase 1: Skeleton,Claude-D,service,LaTeX,,619,0
Add test coverage for per-thread default streams,Task,Todo,P3,Phase 1: Skeleton,Claude-D,tools,Mixed,,284,0
"Intermittent test failures in `test.allocator` (MSVC, OMP host)",Task,Todo,P3,Phase 1: Skeleton,Claude-D,tools,Mixed,,299,0
FileCheck validation fails for some examples when building with OMP/TBB host systems.,Task,Todo,P3,Phase 1: Skeleton,Claude-D,tools,Mixed,,321,0
[NV 2716223] `adjacent_difference` generates a warning (warning: calling a __host__ function from a __host__ __device__ function) with the OpenMP backend,Task,Todo,P3,Phase 1: Skeleton,Claude-E,data,Mixed,,770,0
Test every synchronous algorithm with a caching allocator to ensure that they correctly synchronize,Task,Todo,P3,Phase 1: Skeleton,Claude-D,data,Mixed,,716,0
Mirror docs to docs.nvidia.com,Task,Todo,P3,Phase 1: Skeleton,Claude-D,data,LaTeX,,647,0
Provide a fast path for constructing a `StridedMemoryView` from a `cupy.ndarray`,Task,Todo,P1 🟡,Next,Claude-A,context,Python,,699,0
Need coverage for building OMP/TBB algorithms with nvcc,Task,Todo,P3,Phase 1: Skeleton,Claude-D,data,Mixed,,672,0
Check for issues with -0 / +0 stable_sort issues,Task,Todo,P3,Phase 1: Skeleton,Claude-D,data,Mixed,,665,0
error: reference to __host__ function 'parallel_for<tensor_parallel::neuron_pipeline_parallel::for_each_f...' in __host__ __device__ function,Task,Todo,P3,Phase 1: Skeleton,Claude-D,data,Mixed,,758,0
[FEA]: Provide separate source distributions for individual packages,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-B,tools,Python,,709,0
Switch TBB backend to oneAPI TBB.,Task,Todo,P3,Phase 1: Skeleton,Claude-D,data,Mixed,,650,0
Consider adding join/group/group_by algorithms to TensorParallel,Task,Todo,P3,Phase 1: Skeleton,Claude-D,data,Mixed,,681,0
